review,polarity,translated
"Ce déluge de morts, de feu, de bruits assourdissants et d'images saccadées, porté par un scénario abracadabrant, donne le tournis.",1,"স্কাইলাইন দৃশ্যের দ্বারা পরিচালিত মৃত, আগুন, বধিরতা শব্দ এবং জঘন্য ইমেজ এই বন্যাটি টর্নি দেয়।"
"D’un noir et blanc exécrable, Garrel père fait tourner Garrel fils, franchement inaudible, dans ce film prétentieux et antipathique.",1,"একটি নির্বাহী কালো ও সাদা থেকে, গ্যারেল পিতা গ্যারেল পুত্রকে এই প্রথাগত এবং এন্টিপ্যাথিক চলচ্চিত্রে, ফ্র্যাঙ্কে শ্রবণাতীত হন।"
"Franche déception pour ce film, principalement due au scénario faiblard et une mise en scène quasi inéxistente. Les personnages sont froid et aucune émotions ne nous parvient, sauf ce côté voyeur et malsain que par moment la metteur en scène a voulu, mais qui pour ma part ne me convient pas et ne m'intéresse pas. Peu convaincant et vite oublié.",1,"এই ছবির জন্য ফ্র্যাঞ্চে হতাশা, প্রধানত Faiblard দৃশ্যকল্প এবং একটি প্রায় unrexistent স্টেজিং কারণে।অক্ষরগুলি ঠান্ডা এবং কোন আবেগ আমাদের কাছে পৌঁছে যায় না, এই ভয়েয়ুর এবং অস্বাস্থ্যকর দিকটি ব্যতীত যেহেতু পরিচালক চেয়েছিলেন, কিন্তু আমার অংশটি আমার পক্ষে উপযুক্ত নয় এবং আমার আগ্রহ নেই।Unconvincing এবং দ্রুত ভুলে যাওয়া।"
"""Barton Fink"", palme d'or du festival de cannes en 1991, est un film emblématique de la filmographie des Coen, avec une étrangeté singulière, et une combinaison entre un humour grotesque et une noirceur inquiétante. Constamment imprévisible et doté de comédiens au sommet de leur art (avec en point d'orgue John Turturro et John Goodman), le film est absolument génial. Il se partage entre une critique virulente et drôle des producteurs hollywoodiens, et des passages beaucoup plus kafkaïens et donc assez déroutants qui concernent les scènes dans l'hôtel. Aussi audacieux sur la forme que sur le fond, ""Barton Fink"" construit son écriture et son dispositif formel en fonction d'une réflexion passionnante sur la valeur du système hollywoodien. Un des plus grands films des Coen.",0,"""বার্টন ফিন্ড"", 1991 সালে ক্যান্সার ফিল্ম ফেস্টিভালের ""বার্টন ফিন্ড"", একটি একক অদ্ভুততা, এবং একটি অসাধারণ হাস্যরস এবং একটি বিরক্তিকর অন্ধকারের মধ্যে সমন্বয় একটি প্রতীকী চলচ্চিত্র।ক্রমাগত অনির্দেশ্য এবং তাদের শিল্পের শীর্ষে কমেডিয়ানদের সাথে (অঙ্গ বিন্দু জন টুরুর্রো এবং জন গুডম্যানের সাথে), চলচ্চিত্রটি একেবারে দুর্দান্ত।এটি হলিউড প্রযোজকদের একটি তীব্র এবং মজার সমালোচকদের মধ্যে বিভক্ত, এবং আরো অনেক কফকায়ণের প্যাসেজ এবং তাই বেশ বিভ্রান্তিকর যে হোটেলে দৃশ্যগুলি নিয়ে উদ্বেগ প্রকাশ করে।ফর্ম এবং নীচে বোল্ড হিসাবে, ""Barton Fink"" হলিউড সিস্টেমের মূল্যের উপর একটি উত্তেজনাপূর্ণ প্রতিফলন অনুসারে তার লেখা এবং তার আনুষ্ঠানিক ডিভাইস তৈরি করে।বৃহত্তম coen সিনেমা এক।"
"Aux antipodes des cartes postales romaines et des valeurs traditionnelles catholiques omniprésentes en Italie, cette peinture de la misère humaine nous fait atteindre un haut sommet de l’humour noir. Avec son idée de mêler un humour corrosif à son conte familial, Ettore Scola transforme en effet cette excellente comédie en un bijou d'originalité. Tous les personnages y sont des caricatures grossières des habitants des bidonvilles, un milieu qui ne fut jusque là jamais observé par un réalisateur d’un point de vue aussi provocateur. L’ensemble des vices propres à la nature humaine sont ici traité avec un cynisme jouissif que l’on suppose inspiré des films de Pasolini. Ce chef d’œuvre d’incorrection et de vulgarité fera naitre chez le spectateur un rire jaune paradoxalement accompagné d’un sentiment de pitié devant cette image insalubre que la mise scène, légitimement récompensée à Cannes, va rendre difficilement supportable.",0,"রোমান পোস্টকার্ডগুলির অ্যান্টিপোডগুলিতে ইতালির ঐতিহ্যবাহী সর্বজনীন সর্বজনীন ক্যাথলিক মানগুলিতে, মানব দুর্ভোগের এই চিত্রটি আমাদেরকে কালো হাসির উচ্চতর শীর্ষে পৌঁছায়।তার পারিবারিক গল্পের একটি ক্ষয়কারী হাস্যরস মেশানোর তার ধারণা দিয়ে, এলিটোর স্কোলা এই চমৎকার কমেডিটিকে মৌলিকত্বের গহ্বর রূপান্তর করে।সমস্ত অক্ষরগুলি স্লোগাগুলির অধিবাসীদের রেজজিক ক্যারেকচারের, এমন একটি পরিবেশ যা কোনও পরিচালক দ্বারা একটি পরিচালক দ্বারা পর্যবেক্ষণ করা হয়নি।মানুষের প্রকৃতির জন্য নির্দিষ্ট সমস্ত vices একটি উপভোগ্য cynicism সঙ্গে চিকিত্সা করা হয় যা Pasolini এর চলচ্চিত্র দ্বারা অনুপ্রাণিত অনুমিত হয়।ভুল এবং অশ্লীলতার এই শ্রেষ্ঠ রচনাটি দর্শকের কাছে আনা হবে একটি হলুদ হাসি একটি হলুদ হাসিখুশিভাবে এই অস্বাস্থ্যকর ইমেজের মধ্যে দুঃখের অনুভূতি দ্বারা সংসর্গী, বৈধভাবে কানের মধ্যে বৈধভাবে পুরস্কৃত করা কঠিন হয়ে উঠবে।"
"Meurtres à Hollywood est un film plutôt décevant malgré un formidable duo Bruce Willis et James Garner. Mais Blake Edwards hésite trop entre la comédie et un ton dramatique. Dommage il y avait tout pour faire un très bon film pourtant le résultat est moyen. Ce n'est pas la comédie policière à laquelle je m'attendais bien que quelques scènes et répliques sont néanmoins amusantes. Meurtres à Hollywood n'est pas indispensable à voir, ce n'est pas non plus un mauvais film à éviter mais Blake Edwards a fait tellement mieux.",1,"হলিউডে হত্যা একটি মহান দুজন ব্রুস উইলিস এবং জেমস গারনার সত্ত্বেও একটি বরং হতাশাজনক চলচ্চিত্র।কিন্তু ব্ল্যাক এডওয়ার্ডস কমেডি এবং একটি নাটকীয় স্বন মধ্যে খুব বেশী hesitates।খুব খারাপ একটি খুব ভাল সিনেমা তৈরি করার জন্য সবকিছু ছিল এখনও ফলাফল গড়।এটা পুলিশ কমেডি নয় যা আমি আশা করি যে কিছু দৃশ্য এবং প্রতিলিপি তবুও মজা করে।হলিউডের হত্যাকান্ডটি দেখতে অপরিহার্য নয়, এটি এড়াতে একটি খারাপ চলচ্চিত্র নয় কিন্তু ব্ল্যাক এডওয়ার্ডস এত ভাল করেছে।"
"Comme son nom l'indique Bébél fait le guignol mais beaucoup trop. Un scénario bâclé, peu d'imagination dans la mise en scène, les gags. Des situations poussives, rien n'est vraiment là. Seules les cascades spectaculaires et les très beaux paysages sauvent difficilement ce médiocre film qui reste divertissant.",1,"তার নাম হিসাবে শিশুর নির্দেশক কিন্তু অনেক বেশি।একটি পঙ্কিল দৃশ্যকল্প, স্টেজিং মধ্যে সামান্য কল্পনা, gags।ধাক্কা পরিস্থিতিতে, কিছুই সত্যিই আছে।শুধুমাত্র দর্শনীয় জলপ্রপাত এবং সুন্দর ল্যান্ডস্কেপগুলি খুব কমই এই মধ্যযুগীয় চলচ্চিত্রটি সংরক্ষণ করুন যা বিনোদনের অবশিষ্ট থাকে।"
"Se plonger dans « Le héros de la famille », c'est comme ouvrir une vieille malle dans un coin de grenier. D'abord submergé par des odeurs de naphtaline et de poussière, c'est le rejet épidermique. Puis, la curiosité aidant, vous fouillez peu à peu. Remontent alors des souvenirs douloureux, tous les non-dits, les traces d'un passé oublié. Et en posant la réflexion, viennent s'ajouter à ces relents de nostalgie quelques bribes de beaux moments, de doux regrets, d'émotions enfouies. Un parfum du passé qui ne sera plus mais qui existe et avec lequel on s'est construit. Le film de Thierry Klifa, c'est tout cela. Une sorte d'hommage à contrario au cinéma de qualité française tant décrié par la nouvelle vague. Un film choral mélancolique de tradition, mais qui vient titiller la sensibilité. C'est aussi une uvre d'acteurs, et quels acteurs ! On se repaît d'une Deneuve qui n'en finit plus de nous étonner, d'une Miou Miou en pleine maturité attendrissante, d'un Lanvin largué et attachant, d'une Béart de moins en moins rigide et d'un Brasseur digne fils de son père. On y découvre aussi pléthore de jeunes acteurs attachants Michael Cohen, Géraldine Palhias, Pierrick Lilliu, Pierre Perrier On se laisse transporter pour suivre cette aventure familiale certes sans prétention, mais ô combien enjouée avec ses bons mots, délassante par son univers et plaisante par le charme qui s'en dégage.",0,"""পরিবারের নায়ক"" মধ্যে নিমজ্জিত করা Attic একটি কোণে একটি পুরানো ট্রাঙ্ক খোলার মত। প্রথম naphtale এবং ধুলো odors দ্বারা submerged, এটি epidermal প্রত্যাখ্যান। তারপর, যত্নশীল কৌতূহল, আপনি একটু একটু অনুসন্ধান করুন। আসুন বেদনাদায়ক স্মৃতি ফিরে যাই, সব অ-তথাকথিত, একটি ভুলে যাওয়া অতীত ট্রেস। এবং প্রতিফলন নির্বাণ দ্বারা, তারা Nostalgia এই ইঙ্গিত সুন্দর মুহূর্ত, মিষ্টি regrets, কবর আবেগ কিছু ঘুষ। অতীতের একটি সুগন্ধি যা আর থাকবে না কিন্তু এটি বিদ্যমান এবং যা আমরা তৈরি করেছি। Thierry Klifa এর ফিল্ম সব যে। ফরাসি মানের সিনেমাতে কনট্রো করার জন্য একটি ধরনের শ্রদ্ধা, নতুন তরঙ্গ দ্বারা মারা যান। ঐতিহ্য একটি melancholy choral ফিল্ম, কিন্তু যে সংবেদনশীলতা tickle। এটি অভিনেতাদের একটি কাজ, এবং কোন অভিনেতা! আমরা একটি deneveve থেকে নিজেকে rebat যা আমাদের একটি miou miou পূর্ণ স্পর্শ পরিপক্বতা, একটি ফাঁক কম এবং কম কঠোর এবং একটি যোগ্য brewer, একটি lanvin বাদাম এবং শ্রদ্ধাশীল একটি miou miou আমাদের অবাক করে দেয় না। তার বাবার ছেলে। এটি তরুণ আক্রমণের প্লিথোর আবিষ্কার করে মাইকেল কোহেন, জিটিলডাইন পলিহিয়াস, পিয়ারিক লিলিয়ু, পিয়ের পেরিয়ার, আমরা নিজেকে এই পারিবারিক দু: সাহসিক কাজটি অনুসরণ না করেই ডেকে আনতে বাধ্য করি, কিন্তু ওহে তার মহাবিশ্বের সাথে কৌতুহল সহকারে কীভাবে কৌতুহলী হয় এবং কমনীয়তা দ্বারা আনন্দিত হয় যে emerges।"
"indiscutable chef d'oeuvre, complément de Shoah un film magnifique qui donne des informations essentielles sur l'histoire de la destruction des juifs d'Europe, et répond à énormément de questions fondamentales c'est aussi une remarquable réponse à Anna Arendt",0,"অবিশ্বাস্য মাস্টারপিস, শাহের পরিপূরক একটি মহৎ চলচ্চিত্র যা ইউরোপের ইহুদিদের ধ্বংসের ইতিহাসের ইতিহাসে অপরিহার্য তথ্য দেয় এবং অনেকগুলি মৌলিক প্রশ্ন পূরণ করে এটি একটি অসাধারণ উত্তরও একটি অসাধারণ উত্তর দেয়।"
"Avec Into Darkness, J.J. Abrams confirme ce qu'il avait commençait avec le premier film. C'est à dire, une refonte (certains utiliseront le mot reboot) de l'univers Star Trek, tout en gardant des liens très solides avec la saga. Et en prime, il le fait très, très bien. Ce mec est un formidable faiseur, que ce soit dans la narration, où il ne laisse pas de temps mort, ou dans la mise en scène et l'action, tout est formidablement orchestré. On ne s'ennuie pas un instant. Le casting n'est pas en reste, tout ce beau monde est très bon. Il faut dire qu'il ont de très bons personnages à interpréter qui nous permet de basculer un coup dans l'émotion (la relation Kirk-Spock), le comique (avec notamment Scotty) et la plus pur action. Je rajouterai un petit plus à Cumberbatch qui excelle carrément en Bad Guy. Dans son genre, Star Trek Into Darkness est pour moi un super divertissement.",0,"অন্ধকারের মধ্যে, জে। জে। ইব্রামস প্রথম চলচ্চিত্রের সাথে যা শুরু করেছিলেন তা নিশ্চিত করেছিলেন।অর্থাৎ, একটি পুনর্নির্মাণ (কিছু স্টার ট্রেক মহাবিশ্বের একটি পুনর্নির্মাণ (কিছু রিবুট শব্দটি ব্যবহার করবে), যখন সাগার সাথে খুব শক্তিশালী লিঙ্কগুলি রেখেছিল।এবং একটি বোনাস হিসাবে, তিনি এটা খুব, খুব ভাল।এই লোকটি একটি মহান সৃষ্টিকর্তা, না বর্ণনায়, যেখানে তিনি কোন সময় ছাড়েন না, বা স্টেজিং এবং অ্যাকশন, সবকিছু ব্যাপকভাবে অর্জিত হয়।আমরা একটি মুহূর্তের জন্য উদাস না।কাস্টটি বাকি নেই, এই সুন্দর পৃথিবী খুব ভাল।এটি অবশ্যই বলা উচিত যে এটি এমন একটি ভাল অক্ষর রয়েছে যা আমাদের আবেগ (সম্পর্ক কির্ক স্পোক), কমিক (বিশেষ স্কটি দিয়ে) এবং বিশুদ্ধ কর্মের একটি শট স্যুইচ করতে দেয়।আমি খারাপ লোকের মধ্যে excels যে cumberbatch একটি সামান্য আরো যোগ করা হবে।তার ধরনের, অন্ধকারে তারকা ট্রেক আমার জন্য একটি মহান বিনোদন।"
"Le Skylab est une comédie sympathique réalisé par une Julie Delpy qui ose toujours autant. Je reste quand même sur ma fin, il y a beaucoup de personnages et ils mériteraient tous d'être plus développés. Ça aurait presque pu faire une série en grattant un peu plus! La mentalité de la fin des années 1970 début 1980 est très bien retranscrite, ainsi que les préoccupations de l'époque. J'ai trouvé les costumes très réussis aussi, correspondant à l'époque et surtout à chaque personnage. Julie Delpy a beaucoup de talent, elle sait utilisé ses acteurs comme il faut et elle nous fait rire en ayant aucun tabou. A voir",0,"Skylab একটি Julie delpy দ্বারা তৈরি একটি বন্ধুত্বপূর্ণ কমেডি যারা এখনও অনেক সাহস।আমি এখনও আমার শেষের মধ্যে থাকি, অনেক অক্ষর আছে এবং তারা আরও বেশি উন্নত হওয়ার যোগ্য।এটি প্রায় একটি সিরিজ একটু বেশি স্ক্র্যাচিং করতে সক্ষম হয়েছে!1970 এর দশকের প্রথম দিকে 1970 এর দশকের শেষের দিকের মানসিকতা খুব ভালভাবে রূপান্তরিত হয়, সেইসাথে সময়ের উদ্বেগ।আমি পরিচ্ছদ খুব সফলভাবে খুঁজে পেয়েছি, সময় এবং বিশেষ করে প্রতিটি চরিত্রের সাথে সম্পর্কিত।জুলি ডেল্পি অনেক প্রতিভা আছে, তিনি জানেন যে তার অভিনেতাগুলি কীভাবে লাগে তা ব্যবহার করবেন এবং তিনি আমাদের কোনও নিষেধাজ্ঞা দিয়ে হাসেন।আছে"
